Brand Name,Generic Name (Salt),Strength,Dosage Form,Company Name,MRP (INR),Pack Size,Uses,Category
Levofloxacin 500 1277,Levofloxacin,100 mg,Drops,Glenmark Pharmaceuticals Ltd,54.5,Bottle of 10 ml,Bacterial infections including pneumonia and sinusitis,Antibiotic
Folic SR 1278,Folic Acid,650 mg,Syrup,Torrent Pharmaceuticals Ltd,76.5,Bottle of 60 ml,Folic acid deficiency and pregnancy support,Supplement
Ciprofloxacin Max 1279,Ciprofloxacin,50 mg,Oral Suspension,Alkem Laboratories Ltd,38.5,Bottle of 200 ml,Urinary tract and gastrointestinal infections,Antibiotic
Ibuprofen Forte 1280,Ibuprofen,75 mg,Inhaler,Biocon Ltd,82.5,Inhaler of 200 doses,"Pain, inflammation and fever",Painkiller
Metoprolol XR 1281,Metoprolol,100 mg,Oral Suspension,Torrent Pharmaceuticals Ltd,25.0,Bottle of 200 ml,"Hypertension, angina and heart failure",Blood Pressure Regulator
Formoterol Advance 1282,Formoterol,1000 IU,Oral Suspension,Abbott India Ltd,111.0,Bottle of 200 ml,Asthma and COPD,Respiratory
Insulin Max 1283,Insulin Glargine,250 mg,Inhaler,Dr. Reddy's Laboratories Ltd,124.5,Inhaler of 200 doses,Long-acting insulin for diabetes mellitus,Antidiabetic
Ofloxacin DS 1284,Ofloxacin,20 mg/5 ml,Injection,Micro Labs Ltd,51.0,Vial of 2 ml,Bacterial infections of urinary and respiratory tract,Antibiotic
B-complex DS 1285,B-complex,250 mg/5 ml,Cream,Sanofi India Ltd,41.0,Tube of 10 gm,Vitamin B deficiency and weakness,Supplement
Folic Max 1286,Folic Acid,5 mg,Tablet,Glenmark Pharmaceuticals Ltd,27.5,Strip of 20,Folic acid deficiency and pregnancy support,Supplement
Tramadol 250 1287,Tramadol,10 mg,Capsule,Wockhardt Ltd,30.0,Strip of 10,Moderate to severe pain,Painkiller
Levofloxacin 500 1288,Levofloxacin,650 mg,Capsule,Ipca Laboratories Ltd,54.5,Strip of 15,Bacterial infections including pneumonia and sinusitis,Antibiotic
Telmisartan XR 1289,Telmisartan,1000 IU,Oral Suspension,Cipla Ltd,47.0,Bottle of 200 ml,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Ciprofloxacin 250 1290,Ciprofloxacin,20 mg/5 ml,Ointment,Alkem Laboratories Ltd,10.5,Tube of 20 gm,Urinary tract and gastrointestinal infections,Antibiotic
Omeprazole XR 1291,Omeprazole,150 mg,Syrup,Cadila Pharmaceuticals Ltd,40.0,Bottle of 60 ml,"Acidity, peptic ulcer and GERD",Acidity Regulator
Clotrimazole XR 1292,Clotrimazole,250 mg/5 ml,Oral Suspension,Torrent Pharmaceuticals Ltd,71.0,Bottle of 100 ml,Fungal skin infections,Antifungal
Ibuprofen Max 1293,Ibuprofen,650 mg,Tablet,Glenmark Pharmaceuticals Ltd,37.5,Strip of 30,"Pain, inflammation and fever",Painkiller
Ibuprofen DS 1294,Ibuprofen,100 mg,Capsule,Intas Pharmaceuticals Ltd,28.0,Strip of 15,"Pain, inflammation and fever",Painkiller
Montelukast 1295,Montelukast,10 mg,Tablet,Cadila Pharmaceuticals Ltd,26.5,Strip of 10,Asthma and allergic rhinitis,Respiratory
Ciprofloxacin Advance 1296,Ciprofloxacin,250 mg/5 ml,Injection,Cipla Ltd,60.5,Vial of 10 ml,Urinary tract and gastrointestinal infections,Antibiotic
Cetirizine Forte 1297,Cetirizine,200 mg,Oral Suspension,Zydus Lifesciences Ltd,17.5,Bottle of 200 ml,Allergic conditions and sneezing,Antiallergic
Amoxicillin Plus 1298,Amoxicillin,150 mg,Tablet,Alkem Laboratories Ltd,21.5,Strip of 10,"Bacterial infections of respiratory tract, ear, nose and throat",Antibiotic
Tramadol 250 1299,Tramadol,20 mg,Syrup,Cipla Ltd,28.0,Bottle of 150 ml,Moderate to severe pain,Painkiller
Aspirin Forte 1300,Aspirin,10 mg,Drops,Micro Labs Ltd,38.5,Bottle of 10 ml,Pain relief and prevention of heart attack and stroke,Painkiller / Blood Thinner
Calcium Plus 1301,Calcium Carbonate,5 mg,Capsule,Alkem Laboratories Ltd,17.0,Strip of 15,Calcium deficiency and bone disorders,Supplement
Paracetamol 250 1302,Paracetamol,150 mg,Cream,Sun Pharmaceutical Industries Ltd,20.0,Tube of 15 gm,Fever and mild to moderate pain relief,Painkiller
Metformin Plus 1303,Metformin,200 mg,Injection,Cipla Ltd,74.5,Vial of 10 ml,Type 2 diabetes mellitus,Antidiabetic
Clopidogrel SR 1304,Clopidogrel,400 IU,Inhaler,Lupin Ltd,69.5,Inhaler of 100 doses,Prevention of blood clots and stroke,Blood Thinner
Telmisartan DS 1305,Telmisartan,150 mg,Capsule,Sanofi India Ltd,25.0,Strip of 20,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Tramadol 1306,Tramadol,500 mg,Gel,Abbott India Ltd,57.5,Tube of 30 gm,Moderate to severe pain,Painkiller
Ciprofloxacin Advance 1307,Ciprofloxacin,5 mg,Drops,Ipca Laboratories Ltd,32.5,Bottle of 5 ml,Urinary tract and gastrointestinal infections,Antibiotic
Amlodipine Forte 1308,Amlodipine,650 mg,Tablet,Mankind Pharma Ltd,74.5,Strip of 15,High blood pressure and angina,Blood Pressure Regulator
B-complex 500 1309,B-complex,250 mg,Capsule,Torrent Pharmaceuticals Ltd,40.0,Strip of 15,Vitamin B deficiency and weakness,Supplement
Diclofenac Forte 1310,Diclofenac,10 mg,Cream,Cipla Ltd,24.0,Tube of 30 gm,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Lorazepam 500 1311,Lorazepam,50 mg,Ointment,Intas Pharmaceuticals Ltd,29.5,Tube of 10 gm,Anxiety and insomnia,Anxiolytic
Thyroxine Forte 1312,Thyroxine,75 mg,Cream,Sun Pharmaceutical Industries Ltd,34.0,Tube of 20 gm,Hypothyroidism,Hormone Regulator
Doxycycline 1313,Doxycycline,10 mg,Oral Suspension,Jubilant Pharmova Ltd,37.5,Bottle of 100 ml,Various bacterial infections including acne and respiratory infections,Antibiotic
Sertraline 500 1314,Sertraline,20 mg/5 ml,Oral Suspension,Ipca Laboratories Ltd,19.5,Bottle of 60 ml,Depression and anxiety disorders,Antidepressant
Metformin 1315,Metformin,500 mg,Gel,Alkem Laboratories Ltd,58.5,Tube of 15 gm,Type 2 diabetes mellitus,Antidiabetic
Montelukast Advance 1316,Montelukast,500 mg,Syrup,Glenmark Pharmaceuticals Ltd,86.0,Bottle of 100 ml,Asthma and allergic rhinitis,Respiratory
Losartan XR 1317,Losartan,500 mg,Drops,Alembic Pharmaceuticals Ltd,68.5,Bottle of 15 ml,High blood pressure and heart failure,Blood Pressure Regulator
Cetirizine Advance 1318,Cetirizine,100 mg/5 ml,Oral Suspension,Glenmark Pharmaceuticals Ltd,32.0,Bottle of 150 ml,Allergic conditions and sneezing,Antiallergic
Salbutamol XR 1319,Salbutamol,10 mg,Gel,Intas Pharmaceuticals Ltd,11.0,Tube of 20 gm,Asthma and bronchospasm,Respiratory
Folic XR 1320,Folic Acid,20 mg,Cream,Wockhardt Ltd,16.5,Tube of 30 gm,Folic acid deficiency and pregnancy support,Supplement
Alprazolam 250 1321,Alprazolam,400 IU,Syrup,Sun Pharmaceutical Industries Ltd,25.5,Bottle of 60 ml,Anxiety and panic disorders,Anxiolytic
Alprazolam DS 1322,Alprazolam,50 mg,Injection,Jubilant Pharmova Ltd,64.5,Vial of 10 ml,Anxiety and panic disorders,Anxiolytic
Clopidogrel SR 1323,Clopidogrel,75 mg,Gel,Sanofi India Ltd,28.5,Tube of 10 gm,Prevention of blood clots and stroke,Blood Thinner
Doxycycline DS 1324,Doxycycline,400 IU,Syrup,Alkem Laboratories Ltd,38.0,Bottle of 60 ml,Various bacterial infections including acne and respiratory infections,Antibiotic
Paracetamol 250 1325,Paracetamol,200 mg,Drops,Wockhardt Ltd,38.0,Bottle of 10 ml,Fever and mild to moderate pain relief,Painkiller
Lorazepam Max 1326,Lorazepam,20 mg/5 ml,Ointment,Wockhardt Ltd,19.5,Tube of 10 gm,Anxiety and insomnia,Anxiolytic
Vitamin Advance 1327,Vitamin D3,650 mg,Tablet,Sanofi India Ltd,39.5,Strip of 30,Vitamin D deficiency and bone health,Supplement
Telmisartan 500 1328,Telmisartan,1000 IU,Ointment,Wockhardt Ltd,61.5,Tube of 30 gm,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Calcium 1329,Calcium Carbonate,5 mg,Oral Suspension,Wockhardt Ltd,38.0,Bottle of 150 ml,Calcium deficiency and bone disorders,Supplement
Hydroxychloroquine Advance 1330,Hydroxychloroquine,50 mg,Tablet,Intas Pharmaceuticals Ltd,28.5,Strip of 15,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Telmisartan Plus 1331,Telmisartan,20 mg,Oral Suspension,Sun Pharmaceutical Industries Ltd,34.5,Bottle of 200 ml,Hypertension and cardiovascular risk reduction,Blood Pressure Regulator
Folic Forte 1332,Folic Acid,500 mg,Inhaler,Ipca Laboratories Ltd,221.5,Inhaler of 100 doses,Folic acid deficiency and pregnancy support,Supplement
Calcium SR 1333,Calcium Carbonate,75 mg,Injection,Ipca Laboratories Ltd,94.5,Vial of 10 ml,Calcium deficiency and bone disorders,Supplement
Budesonide Plus 1334,Budesonide,100 mg/5 ml,Injection,Dr. Reddy's Laboratories Ltd,92.5,Vial of 5 ml,Asthma and inflammatory bowel disease,Respiratory
Diclofenac Max 1335,Diclofenac,10 mg,Injection,Sanofi India Ltd,30.5,Vial of 2 ml,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Gliclazide 250 1336,Gliclazide,650 mg,Tablet,Dr. Reddy's Laboratories Ltd,61.5,Strip of 20,Type 2 diabetes mellitus,Antidiabetic
Risperidone 500 1337,Risperidone,20 mg,Cream,Glenmark Pharmaceuticals Ltd,13.0,Tube of 15 gm,Schizophrenia and behavioral disorders,Antipsychotic
Cetirizine Plus 1338,Cetirizine,20 mg,Gel,Ipca Laboratories Ltd,17.0,Tube of 15 gm,Allergic conditions and sneezing,Antiallergic
Levocetirizine Forte 1339,Levocetirizine,250 mg,Oral Suspension,Glenmark Pharmaceuticals Ltd,43.0,Bottle of 200 ml,Allergic rhinitis and urticaria,Antiallergic
Iron Plus 1340,Iron Fumarate,650 mg,Inhaler,Glenmark Pharmaceuticals Ltd,134.0,Inhaler of 200 doses,Iron deficiency anemia,Supplement
Omeprazole 1341,Omeprazole,500 mg,Injection,Abbott India Ltd,178.0,Vial of 10 ml,"Acidity, peptic ulcer and GERD",Acidity Regulator
Gliclazide Max 1342,Gliclazide,100 mg,Capsule,Cipla Ltd,37.5,Strip of 10,Type 2 diabetes mellitus,Antidiabetic
Tramadol Forte 1343,Tramadol,250 mg,Inhaler,Lupin Ltd,112.0,Inhaler of 60 doses,Moderate to severe pain,Painkiller
Ciprofloxacin XR 1344,Ciprofloxacin,1000 IU,Inhaler,Intas Pharmaceuticals Ltd,161.0,Inhaler of 120 doses,Urinary tract and gastrointestinal infections,Antibiotic
Formoterol 500 1345,Formoterol,150 mg,Cream,Pfizer Ltd,37.5,Tube of 15 gm,Asthma and COPD,Respiratory
Levofloxacin 1346,Levofloxacin,20 mg/5 ml,Cream,Micro Labs Ltd,24.5,Tube of 20 gm,Bacterial infections including pneumonia and sinusitis,Antibiotic
Pantoprazole DS 1347,Pantoprazole,250 mg/5 ml,Tablet,Sanofi India Ltd,21.0,Strip of 10,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Thyroxine XR 1348,Thyroxine,5 mg,Injection,Pfizer Ltd,61.0,Vial of 10 ml,Hypothyroidism,Hormone Regulator
Glimipiride 500 1349,Glimipiride,10 mg,Cream,Sun Pharmaceutical Industries Ltd,10.0,Tube of 20 gm,Type 2 diabetes mellitus,Antidiabetic
Cefixime Advance 1350,Cefixime,250 mg/5 ml,Ointment,Zydus Lifesciences Ltd,34.5,Tube of 10 gm,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Ofloxacin 250 1351,Ofloxacin,400 IU,Cream,Lupin Ltd,14.5,Tube of 15 gm,Bacterial infections of urinary and respiratory tract,Antibiotic
Olanzapine SR 1352,Olanzapine,1000 IU,Syrup,Biocon Ltd,47.5,Bottle of 200 ml,Schizophrenia and bipolar disorder,Antipsychotic
Atorvastatin XR 1353,Atorvastatin,250 mg/5 ml,Injection,Glenmark Pharmaceuticals Ltd,155.5,Vial of 10 ml,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Tramadol Forte 1354,Tramadol,5 mg,Drops,Zydus Lifesciences Ltd,19.5,Bottle of 15 ml,Moderate to severe pain,Painkiller
Fluoxetine 1355,Fluoxetine,650 mg,Capsule,Alembic Pharmaceuticals Ltd,39.5,Strip of 20,"Depression, OCD and bulimia nervosa",Antidepressant
Ciprofloxacin XR 1356,Ciprofloxacin,5 mg,Injection,Intas Pharmaceuticals Ltd,77.5,Vial of 1 ml,Urinary tract and gastrointestinal infections,Antibiotic
Tramadol 500 1357,Tramadol,400 IU,Syrup,Dr. Reddy's Laboratories Ltd,37.0,Bottle of 60 ml,Moderate to severe pain,Painkiller
Nimesulide SR 1358,Nimesulide,20 mg/5 ml,Ointment,Sanofi India Ltd,24.5,Tube of 30 gm,Pain and inflammation,General Use
Amlodipine Max 1359,Amlodipine,40 mg,Oral Suspension,Lupin Ltd,17.0,Bottle of 60 ml,High blood pressure and angina,Blood Pressure Regulator
Doxycycline Advance 1360,Doxycycline,10 mg,Inhaler,Lupin Ltd,48.5,Inhaler of 120 doses,Various bacterial infections including acne and respiratory infections,Antibiotic
Ciprofloxacin 1361,Ciprofloxacin,100 mg,Inhaler,Mankind Pharma Ltd,89.5,Inhaler of 100 doses,Urinary tract and gastrointestinal infections,Antibiotic
Ciprofloxacin DS 1362,Ciprofloxacin,150 mg,Cream,Pfizer Ltd,26.5,Tube of 15 gm,Urinary tract and gastrointestinal infections,Antibiotic
Pantoprazole XR 1363,Pantoprazole,100 mg,Cream,Jubilant Pharmova Ltd,22.0,Tube of 20 gm,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Amlodipine Advance 1364,Amlodipine,250 mg/5 ml,Gel,Torrent Pharmaceuticals Ltd,28.5,Tube of 10 gm,High blood pressure and angina,Blood Pressure Regulator
Formoterol Plus 1365,Formoterol,75 mg,Ointment,Ipca Laboratories Ltd,21.0,Tube of 30 gm,Asthma and COPD,Respiratory
Hydroxychloroquine 250 1366,Hydroxychloroquine,400 IU,Oral Suspension,Mankind Pharma Ltd,16.5,Bottle of 150 ml,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Diclofenac DS 1367,Diclofenac,5 mg,Oral Suspension,Cipla Ltd,36.5,Bottle of 200 ml,Pain and inflammation in arthritis and musculoskeletal conditions,Painkiller
Clopidogrel 250 1368,Clopidogrel,100 mg,Syrup,Jubilant Pharmova Ltd,35.0,Bottle of 200 ml,Prevention of blood clots and stroke,Blood Thinner
Ofloxacin SR 1369,Ofloxacin,20 mg/5 ml,Cream,Dr. Reddy's Laboratories Ltd,21.0,Tube of 20 gm,Bacterial infections of urinary and respiratory tract,Antibiotic
Fluoxetine DS 1370,Fluoxetine,20 mg/5 ml,Oral Suspension,Lupin Ltd,23.0,Bottle of 60 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Olanzapine Advance 1371,Olanzapine,250 mg/5 ml,Injection,Glenmark Pharmaceuticals Ltd,74.0,Vial of 10 ml,Schizophrenia and bipolar disorder,Antipsychotic
Atenolol Forte 1372,Atenolol,10 mg,Syrup,Alkem Laboratories Ltd,33.5,Bottle of 60 ml,High blood pressure and chest pain,Blood Pressure Regulator
Levofloxacin 250 1373,Levofloxacin,650 mg,Inhaler,Torrent Pharmaceuticals Ltd,232.5,Inhaler of 200 doses,Bacterial infections including pneumonia and sinusitis,Antibiotic
Sertraline 500 1374,Sertraline,250 mg,Syrup,Lupin Ltd,78.5,Bottle of 100 ml,Depression and anxiety disorders,Antidepressant
Azithromycin Advance 1375,Azithromycin,1000 IU,Capsule,Abbott India Ltd,56.0,Strip of 15,Bacterial infections including respiratory and skin infections,Antibiotic
Hydroxychloroquine Plus 1376,Hydroxychloroquine,5 mg,Cream,Cipla Ltd,13.5,Tube of 30 gm,Rheumatoid arthritis and malaria,Anti-inflammatory / Antimalarial
Clopidogrel Plus 1377,Clopidogrel,20 mg,Inhaler,Sanofi India Ltd,69.0,Inhaler of 200 doses,Prevention of blood clots and stroke,Blood Thinner
Metoprolol Plus 1378,Metoprolol,200 mg,Gel,Sun Pharmaceutical Industries Ltd,11.5,Tube of 10 gm,"Hypertension, angina and heart failure",Blood Pressure Regulator
Gliclazide Advance 1379,Gliclazide,5 mg,Drops,Sun Pharmaceutical Industries Ltd,29.5,Bottle of 15 ml,Type 2 diabetes mellitus,Antidiabetic
Insulin DS 1380,Insulin Aspart,650 mg,Injection,Biocon Ltd,147.5,Vial of 10 ml,Rapid-acting insulin for diabetes mellitus,Antidiabetic
Clopidogrel 500 1381,Clopidogrel,50 mg,Inhaler,Lupin Ltd,50.0,Inhaler of 100 doses,Prevention of blood clots and stroke,Blood Thinner
Folic SR 1382,Folic Acid,20 mg/5 ml,Tablet,Jubilant Pharmova Ltd,25.5,Strip of 30,Folic acid deficiency and pregnancy support,Supplement
Metformin Plus 1383,Metformin,650 mg,Drops,Alkem Laboratories Ltd,58.5,Bottle of 15 ml,Type 2 diabetes mellitus,Antidiabetic
Fluoxetine XR 1384,Fluoxetine,100 mg,Syrup,Jubilant Pharmova Ltd,52.5,Bottle of 60 ml,"Depression, OCD and bulimia nervosa",Antidepressant
Cefixime Plus 1385,Cefixime,10 mg,Syrup,Glenmark Pharmaceuticals Ltd,29.0,Bottle of 60 ml,Bacterial infections including urinary tract and respiratory infections,Antibiotic
Atorvastatin 500 1386,Atorvastatin,1000 IU,Capsule,Mankind Pharma Ltd,88.0,Strip of 15,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Calcium 1387,Calcium Carbonate,5 mg,Tablet,Mankind Pharma Ltd,29.0,Strip of 20,Calcium deficiency and bone disorders,Supplement
Tramadol Advance 1388,Tramadol,250 mg/5 ml,Drops,Torrent Pharmaceuticals Ltd,54.5,Bottle of 10 ml,Moderate to severe pain,Painkiller
Thyroxine Plus 1389,Thyroxine,1000 IU,Ointment,Alkem Laboratories Ltd,60.0,Tube of 10 gm,Hypothyroidism,Hormone Regulator
Losartan Max 1390,Losartan,10 mg,Tablet,Torrent Pharmaceuticals Ltd,27.0,Strip of 15,High blood pressure and heart failure,Blood Pressure Regulator
Rabeprazole 500 1391,Rabeprazole,10 mg,Inhaler,Biocon Ltd,44.0,Inhaler of 200 doses,Acidity and reflux disease,Acidity Regulator
Metformin 250 1392,Metformin,40 mg,Drops,Intas Pharmaceuticals Ltd,31.0,Bottle of 5 ml,Type 2 diabetes mellitus,Antidiabetic
Folic 250 1393,Folic Acid,500 mg,Gel,Intas Pharmaceuticals Ltd,72.5,Tube of 15 gm,Folic acid deficiency and pregnancy support,Supplement
Fluconazole Forte 1394,Fluconazole,500 mg,Oral Suspension,Intas Pharmaceuticals Ltd,98.5,Bottle of 100 ml,Fungal infections,Antifungal
Vitamin 250 1395,Vitamin D3,150 mg,Syrup,Alembic Pharmaceuticals Ltd,23.5,Bottle of 100 ml,Vitamin D deficiency and bone health,Supplement
Metformin Plus 1396,Metformin,650 mg,Injection,Jubilant Pharmova Ltd,192.5,Vial of 10 ml,Type 2 diabetes mellitus,Antidiabetic
Metformin 500 1397,Metformin,500 mg,Ointment,Pfizer Ltd,65.0,Tube of 15 gm,Type 2 diabetes mellitus,Antidiabetic
Amlodipine 250 1398,Amlodipine,100 mg,Injection,Lupin Ltd,118.5,Vial of 2 ml,High blood pressure and angina,Blood Pressure Regulator
Ciprofloxacin SR 1399,Ciprofloxacin,650 mg,Capsule,Glenmark Pharmaceuticals Ltd,73.5,Strip of 20,Urinary tract and gastrointestinal infections,Antibiotic
Budesonide 500 1400,Budesonide,650 mg,Gel,Ipca Laboratories Ltd,61.5,Tube of 20 gm,Asthma and inflammatory bowel disease,Respiratory
Clotrimazole DS 1401,Clotrimazole,650 mg,Injection,Cipla Ltd,137.5,Vial of 10 ml,Fungal skin infections,Antifungal
Levocetirizine Advance 1402,Levocetirizine,20 mg/5 ml,Ointment,Wockhardt Ltd,12.0,Tube of 10 gm,Allergic rhinitis and urticaria,Antiallergic
Sertraline DS 1403,Sertraline,50 mg,Drops,Torrent Pharmaceuticals Ltd,36.5,Bottle of 15 ml,Depression and anxiety disorders,Antidepressant
Metoprolol Advance 1404,Metoprolol,200 mg,Tablet,Zydus Lifesciences Ltd,18.5,Strip of 30,"Hypertension, angina and heart failure",Blood Pressure Regulator
Levocetirizine SR 1405,Levocetirizine,200 mg,Gel,Cadila Pharmaceuticals Ltd,14.5,Tube of 30 gm,Allergic rhinitis and urticaria,Antiallergic
Thyroxine Max 1406,Thyroxine,75 mg,Oral Suspension,Dr. Reddy's Laboratories Ltd,37.5,Bottle of 150 ml,Hypothyroidism,Hormone Regulator
Atorvastatin Plus 1407,Atorvastatin,500 mg,Capsule,Zydus Lifesciences Ltd,40.0,Strip of 10,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Atorvastatin 250 1408,Atorvastatin,400 IU,Injection,Sun Pharmaceutical Industries Ltd,64.0,Vial of 2 ml,High cholesterol and prevention of cardiovascular disease,Cholesterol Regulator
Insulin Plus 1409,Insulin Aspart,1000 IU,Gel,Jubilant Pharmova Ltd,48.0,Tube of 15 gm,Rapid-acting insulin for diabetes mellitus,Antidiabetic
Lorazepam 500 1410,Lorazepam,100 mg/5 ml,Tablet,Jubilant Pharmova Ltd,22.5,Strip of 10,Anxiety and insomnia,Anxiolytic
Formoterol Forte 1411,Formoterol,20 mg,Gel,Ipca Laboratories Ltd,12.5,Tube of 20 gm,Asthma and COPD,Respiratory
Rabeprazole 250 1412,Rabeprazole,200 mg,Drops,Cipla Ltd,27.5,Bottle of 5 ml,Acidity and reflux disease,Acidity Regulator
Levofloxacin SR 1413,Levofloxacin,150 mg,Capsule,Zydus Lifesciences Ltd,40.5,Strip of 10,Bacterial infections including pneumonia and sinusitis,Antibiotic
Atenolol Max 1414,Atenolol,400 IU,Injection,Mankind Pharma Ltd,40.5,Vial of 10 ml,High blood pressure and chest pain,Blood Pressure Regulator
Montelukast XR 1415,Montelukast,1000 IU,Injection,Cipla Ltd,224.0,Vial of 10 ml,Asthma and allergic rhinitis,Respiratory
Azithromycin XR 1416,Azithromycin,100 mg,Ointment,Micro Labs Ltd,22.5,Tube of 20 gm,Bacterial infections including respiratory and skin infections,Antibiotic
Pantoprazole 250 1417,Pantoprazole,200 mg,Tablet,Glenmark Pharmaceuticals Ltd,17.0,Strip of 10,"Acidity, heartburn and gastroesophageal reflux disease (GERD)",Acidity Regulator
Calcium SR 1418,Calcium Carbonate,10 mg,Gel,Dr. Reddy's Laboratories Ltd,17.5,Tube of 15 gm,Calcium deficiency and bone disorders,Supplement
Vitamin DS 1419,Vitamin D3,400 IU,Capsule,Sun Pharmaceutical Industries Ltd,25.5,Strip of 20,Vitamin D deficiency and bone health,Supplement
